Publicaciones_Anuales,Citas_Totales,Índice_H,Colaboración_Internacional,Horas_Docencia_Semanal,Financiamiento_Anual,Estudiantes_PHD_Supervisados,Índice_Interdisciplinario,Asistencia_Conferencias_Anual,Papers_En_Revistas_Top,Tipología,Cluster
11.297589129152458,3748.357076505617,34.308678494144075,40.23029856408026,8.158425631014783,376743.47291529085,2.531693250553328,32.95788421097572,3.5425600435859645,7.295377076201385,Innovadores_Solitarios,2
10.313137412277085,3268.2911535937687,32.67135123214872,5.86719755342202,2.9743377593311524,331424.73325952736,0.0,26.37963886718184,1.5876962986647083,6.483924543132068,Innovadores_Solitarios,2
12.332767769129598,4232.824384460777,33.87111849756732,10.752518137865431,2.6980128451553944,337569.8018345672,1.911234550949635,30.990419651217927,2.708306250206723,6.135056409375848,Innovadores_Solitarios,2
8.337469050086934,3199.1466938853014,44.26139092254469,14.422890710440996,5.417727190009511,104032.98761202244,4.645089824206378,20.077209266523543,3.1968612358691235,5.973005550524132,Innovadores_Solitarios,2
9.840467374815876,3869.2332899977055,35.85684140594985,21.988963044107116,4.078722458080425,405712.2226218916,0.0429560192651452,45.15427434352692,1.236959844637266,5.768703435223519,Innovadores_Solitarios,2
14.793840357348596,3662.041984697397,33.07458859791842,31.11676288840868,3.3215649535547227,269078.7624148785,5.061999044991902,44.96895147105346,3.975545127122359,4.646155999388083,Innovadores_Solitarios,2
16.06872008571247,3260.412881077355,34.07170511668092,13.037933759193292,4.855979756839332,400353.2897892024,4.625051644788396,45.424540375714514,2.354880245394876,3.787330051987944,Innovadores_Solitarios,2
14.465707513125672,3680.697802754207,42.690182832329846,40.64643655814006,5.174094136476342,270099.2649534133,0.0,41.37641164803254,1.0124310853991072,5.928347921780097,Innovadores_Solitarios,2
10.49472886924639,3390.164056081244,36.78556285755873,19.81729781726353,6.830804235404148,332875.11096596846,1.3830127942136248,32.05359694349442,3.513267433113356,8.955788089483033,Innovadores_Solitarios,2
7.609455155603644,3548.5387746740203,39.84322495266444,21.72337853402232,5.592240554129152,326105.5272179889,2.215783693735685,40.07670184963691,2.765412866624853,4.595893812245295,Innovadores_Solitarios,2
13.212152570443616,2792.314628974793,32.89677338617321,16.97722730778381,8.77237180242106,317457.7812831839,2.6774285766679817,43.86325586084146,2.925554084233833,5.314570966946461,Innovadores_Solitarios,2
12.904642027000838,2540.614392350479,34.867430622753915,49.63242112485286,4.9305764605895135,183132.1962380468,2.615278070437755,57.14234221772531,3.7519330326867744,6.120460419882053,Innovadores_Solitarios,2
18.571366877429934,3895.5159735215234,30.453062726026303,10.981489372077192,3.0189273497386235,243370.2270397228,4.173714187600541,41.49477047631462,2.4965243458838007,8.805588621872198,Innovadores_Solitarios,2
16.649803215052618,2724.668284466933,35.34281487403014,29.735924306351816,3.4334934153275256,267793.84837943246,1.1611515315323937,52.202758260545046,1.7691356835660448,3.8753925725477902,Innovadores_Solitarios,2
14.345468615331932,3613.729967302065,41.53571377141214,26.846338585323043,2.526098578243836,167954.33869157237,3.5197655884968477,47.829123484253465,3.2969846732331862,2.785033530877545,Innovadores_Solitarios,2
9.856945745920896,3625.2464251729375,36.73224104748488,27.322536971610035,8.731549022289514,347383.2920911788,3.5861449465973623,22.130447541960272,3.6565536086338297,4.639950556843019,Innovadores_Solitarios,2
13.238342780809496,3012.659164886339,38.93542301871226,16.793176816482895,6.64412031998898,489679.2982653948,4.926752258488643,36.31917825995694,2.24626383564251,8.317191158014808,Innovadores_Solitarios,2
14.481549747108073,3055.2427851872385,30.920948575172808,28.41151974816644,5.026003783755814,445353.4077157317,3.553381598660038,36.03014750143066,5.720169166589619,5.845796581171792,Innovadores_Solitarios,2
14.142001482276276,3812.8336738825033,30.714212217918583,29.82472415243185,5.94647524914709,292717.1087343127,2.5530744293482983,27.298094228973923,1.4851527753141354,3.858215003877776,Innovadores_Solitarios,2
13.15595213918651,3276.742523966489,39.28199397161736,12.54261221288012,3.2322851275977342,315372.5105945528,3.346361851702364,40.87313077669,1.857029702169377,6.428187488260408,Innovadores_Solitarios,2
9.186524880254632,3678.8936801741415,37.803922631841175,35.53802052034903,6.03007053441732,351378.59509122086,0.2446612640858179,47.72571529459072,6.852731490654721,8.166102486350553,Innovadores_Solitarios,2
14.276907661479802,3785.445255346584,40.677828200902994,31.51391251305798,3.4543495709248564,276318.13932599913,2.369461510719309,32.71954678256345,3.0818741393863225,7.908003526986405,Innovadores_Solitarios,2
15.266851790902098,4657.329283336754,25.66367403704126,8.872841288103483,5.128560038190925,192225.52220706936,2.056136268421133,29.27044436110048,3.679597748934676,7.372520380749027,Innovadores_Solitarios,2
