Edad,Ingresos_Anuales,Saldo_Cuenta,Historial_Crédito,Número_Productos,Tarjeta_Crédito_Activa,Transacciones_Mensuales,Nivel_Endeudamiento,Uso_Banca_En_Línea,Satisfacción_Cliente,Tipología,Cluster
22.14342178431132,29997.47558955093,7955.268255968287,693.5113861376065,3,1,34.88119148813599,10.251564541507284,1,4,Jovenes_Digitales,2
21.60180121064045,42090.14062921135,9907.08372447294,744.8885728085054,1,1,47.182309436380265,16.113286821457102,1,4,Jovenes_Digitales,2
28.31548600110008,29200.576097052584,1442.285830671737,664.4590188084859,3,1,28.121331561641576,22.108506362327372,1,4,Jovenes_Digitales,2
28.06309729609797,36260.97726542261,4027.9601581472216,727.0092889743361,2,1,64.27638510121048,24.202182246675584,1,3,Jovenes_Digitales,2
18.0,33114.35347935998,12341.105105673632,645.5908983593579,1,1,43.2364383104597,13.136199216588167,1,3,Jovenes_Digitales,2
33.92484332872408,68138.78103938914,19924.28571899176,729.9170082943413,1,1,60.47855643996608,21.837489505939928,1,3,Jovenes_Digitales,2
32.072895870207944,48926.0182783749,20398.119318919275,642.758961469036,1,1,47.322647160253545,12.103268702917974,1,4,Jovenes_Digitales,2
29.00249854455527,70478.85060636379,9646.737280247413,743.3314054333488,3,1,74.7405078995284,23.20892771785813,1,4,Jovenes_Digitales,2
29.28209760078976,31823.229324888496,16234.23905796549,649.8468942586263,2,1,96.8776757244522,7.387759088404097,1,3,Jovenes_Digitales,2
32.64264682864276,44575.48592217645,12342.310174105376,617.0701147747113,1,1,36.94709669136586,13.825326003712403,1,4,Jovenes_Digitales,2
34.324502404992614,34705.689345025734,19073.53716947787,650.9190363521907,1,1,75.75668476459603,22.904805685368803,1,4,Jovenes_Digitales,2
24.400585244725548,35762.11870491753,16971.975031996782,659.6048576232953,3,1,85.37902174573429,20.92042876429608,1,4,Jovenes_Digitales,2
22.106387313787916,22742.448566942126,14939.923890936969,738.3791519826837,3,1,62.82580427268621,23.645100657008065,1,3,Jovenes_Digitales,2
21.556084295829358,66571.60337920504,10941.731133615636,737.4114151318627,1,1,47.06873991321029,24.803560539040102,1,4,Jovenes_Digitales,2
34.315750903529285,27482.53949366315,10011.17096524188,752.7063288031721,2,1,94.21494138436948,17.524394253587587,1,3,Jovenes_Digitales,2
30.552343541304303,32325.950725885166,7083.967899798806,700.7955121383442,1,1,54.1012166147244,28.84884279247443,1,4,Jovenes_Digitales,2
21.99362051861621,74205.09726026008,11854.183240691224,686.9033713087906,3,1,90.472945576339,18.29846001712843,1,4,Jovenes_Digitales,2
28.72476425265853,79479.97077851565,19191.38613679682,623.8840811885472,3,1,39.52096698955967,17.3577926325037,1,4,Jovenes_Digitales,2
28.064791671072275,57207.88381384124,6103.807806867493,638.1119970464341,2,1,91.0814435214176,19.60004103943149,1,4,Jovenes_Digitales,2
32.36803788287644,75308.8481353485,0.0,615.5910940919061,2,1,58.0482729093875,17.950664799218625,1,3,Jovenes_Digitales,2
23.24033578789163,33457.944742513566,18056.526918161155,630.1945603848806,2,1,92.79242479767775,13.585128748913002,1,4,Jovenes_Digitales,2
29.91766804927522,80208.65672296182,5812.600056346897,674.3700464538077,2,1,37.51189580988044,19.91056927662564,1,4,Jovenes_Digitales,2
30.460976010001986,24946.13927666931,14298.342688557712,708.2716217999476,1,1,56.44903875702668,22.59708274276112,1,3,Jovenes_Digitales,2
25.210139097898807,41978.05253278606,12508.003943384758,680.9626338505402,2,1,38.93637384030758,17.191000869242878,1,3,Jovenes_Digitales,2
29.11468235659865,79722.44595106102,2798.040293864902,687.5820749596222,2,1,54.711360123371215,25.1349710695512,1,3,Jovenes_Digitales,2
29.6438279057789,34522.338750247545,2879.848452098209,604.4513020708284,1,1,49.97083509278645,14.062500746475177,1,3,Jovenes_Digitales,2
24.81901962380837,52720.84962754962,11686.337057312743,704.256243068481,1,1,60.06768692106855,24.211821730745093,1,3,Jovenes_Digitales,2
23.769444783034032,49885.055425327424,18663.27404640469,741.2896414969566,1,1,66.86776943569613,20.048989985332213,1,3,Jovenes_Digitales,2
26.72777415341732,76354.37542448148,0.0,750.8599425794121,2,1,57.0194162445472,14.738215098655782,1,3,Jovenes_Digitales,2
24.23267052821427,70800.24355776947,0.0,707.8452973448598,2,1,93.43362353186036,25.11604401512504,1,4,Jovenes_Digitales,2
28.402994235732056,43723.15696039539,0.0,617.3407325848526,1,1,43.311390178321,23.20910150487127,1,4,Jovenes_Digitales,2
23.109921704329096,51611.70803035391,19749.41321299245,611.1954087181277,1,1,68.86784060512822,23.58396934519615,1,4,Jovenes_Digitales,2
25.87990644136941,73511.86054613072,18835.954326195595,702.7829809350416,2,1,48.78578697566287,14.35692864948519,1,4,Jovenes_Digitales,2
19.869724173386885,45652.03988656643,13086.678636910388,696.9406393264578,3,1,36.10225292605982,32.317487198788974,1,4,Jovenes_Digitales,2
26.75750762628398,64316.50295977151,20349.20150583031,646.1601698089866,2,1,98.99654847857184,19.931309265840724,1,3,Jovenes_Digitales,2
20.96039985562579,68817.70418121717,10653.071463491437,673.8101196199891,3,1,39.522341587452246,15.601733778186754,1,3,Jovenes_Digitales,2
30.86571331363969,47720.57713021201,11223.052326942492,695.6731475945925,3,1,87.28421919703553,10.03746465040888,1,3,Jovenes_Digitales,2
33.63860664471943,75239.48694597949,4199.417409794209,680.0646262233774,2,1,94.09164629125608,21.33132859856204,1,4,Jovenes_Digitales,2
26.877125150067148,68243.51118229362,15198.399999358084,668.3148864467729,2,1,90.33251186982388,22.489777007308938,1,4,Jovenes_Digitales,2
19.45680957245507,59150.25140886765,1435.2124706445688,656.7268252478124,3,1,100.99555912790672,12.80767740896528,1,4,Jovenes_Digitales,2
20.798959149075955,42947.77845497624,2471.287421474941,620.5976345366751,2,1,63.35779080503084,10.856769900765435,1,3,Jovenes_Digitales,2
26.424482695636023,33365.58274617674,1405.5623148114137,680.8449514966045,1,1,97.75783310610964,19.06462837135525,1,4,Jovenes_Digitales,2
31.860119874385397,51323.14683602704,862.5525009567303,668.5932092457913,3,1,34.256495495255905,22.43165103931893,1,3,Jovenes_Digitales,2
20.04816617803561,72730.05835404796,13886.998781112068,627.8374846020138,1,1,73.68995423637696,19.711011011962903,1,3,Jovenes_Digitales,2
25.86204317156157,55874.55744334898,7821.219655291504,636.8576735457708,3,1,35.292333472102754,11.961641604682312,1,3,Jovenes_Digitales,2
21.089058026139075,20608.40850442724,6901.988089102619,729.6308459211523,2,1,62.29578138648961,26.47657904859861,1,4,Jovenes_Digitales,2
32.63651323027507,65452.07832158458,14010.426543429778,677.3006730777864,3,1,98.76872359951834,14.014865352262444,1,4,Jovenes_Digitales,2
22.29763512639144,34124.65554677953,908.1590157573896,680.6770969634853,1,1,83.36129359873928,31.66881157132073,1,3,Jovenes_Digitales,2
34.927875924715146,73669.99479564672,15134.866477192929,620.3142878114527,3,1,88.1793298437824,21.32741127976093,1,3,Jovenes_Digitales,2
26.999640723680777,66640.98509514067,8205.22591245536,701.7309728170642,3,1,57.6226987894583,6.653196242786566,1,4,Jovenes_Digitales,2
25.654873438978186,30643.832446217093,21105.6029107707,685.6493248793572,3,1,103.15109707622943,27.591228703114343,1,3,Jovenes_Digitales,2
21.589594015427497,73410.00716579882,0.0,675.3081201926925,1,1,84.9748195935829,20.091630849225464,1,4,Jovenes_Digitales,2
32.01750550289345,64348.182385635904,3667.411313537998,731.1384404503301,2,1,67.27405226382413,24.296227469331505,1,4,Jovenes_Digitales,2
35.23718902365676,53704.746280535815,16946.539331477994,691.1579375963819,1,1,78.84279975335751,27.66490894251793,1,4,Jovenes_Digitales,2
32.823117956235485,28990.6677285785,14442.436203972524,623.115784883246,2,1,78.14126527579336,12.730797598909252,1,3,Jovenes_Digitales,2
18.0,48934.02283254384,15424.744452427954,709.9218522930742,3,1,72.98152811035106,10.25073774221386,1,3,Jovenes_Digitales,2
35.7133000561684,54246.04679457963,13069.43268720784,601.7371911243798,2,1,110.07463684221575,11.459966415797526,1,3,Jovenes_Digitales,2
24.12108505485395,50351.68719257658,6834.297368494471,598.7852513682527,1,1,89.84126224481189,13.496552224665816,1,4,Jovenes_Digitales,2
25.73613895007308,40538.36120287183,16161.17039110338,688.8217646099437,3,1,62.35410554945659,13.085030040057989,1,3,Jovenes_Digitales,2
22.36724826155504,52881.23772121367,17199.360660931863,625.194829950559,1,1,40.21635312564859,25.23310181298991,1,3,Jovenes_Digitales,2
30.97850606601329,23414.435126646677,3276.928130719129,650.7025468250216,2,1,90.39612769331208,17.28648712029963,1,4,Jovenes_Digitales,2
26.54242719033832,40425.39529284604,8538.494811641907,719.6687058857316,1,1,68.38590346657863,16.50226827749159,1,4,Jovenes_Digitales,2
26.87693135927884,73589.54863440746,6565.529714063374,631.3245553269306,2,1,72.90908272540811,15.07362040003815,1,4,Jovenes_Digitales,2
